ALCOHOLTIME,POLICE_ATTEND,SPEED_ZONE,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,LONGITUDE,LATITUDE,class
0.0,0.0,100.0,0.0,1.0,0.0,1.0,2.0,0.0,144.69594,-37.80502,1
0.0,0.0,100.0,0.0,0.0,1.0,1.0,2.0,0.0,144.96579,-37.48976,1
0.0,0.0,100.0,0.0,2.0,0.0,0.0,0.0,2.0,144.84767,-37.65832,1
0.0,0.0,70.0,0.0,1.0,0.0,0.0,1.0,0.0,144.68545,-37.86292,0
0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,1.0,145.7128,-35.9672,1
0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,142.42425,-36.61537,1
0.0,0.0,60.0,0.0,0.0,1.0,0.0,1.0,0.0,144.94687,-37.8266,4
0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,1.0,142.40737,-36.36243,1
0.0,0.0,60.0,0.0,0.0,1.0,1.0,1.0,0.0,144.33138,-38.20191,4
0.0,0.0,100.0,0.0,0.0,1.0,1.0,1.0,1.0,144.92679,-38.4728,1
0.0,0.0,60.0,0.0,1.0,0.0,0.0,1.0,0.0,144.46432,-38.18906,4
0.0,0.0,40.0,0.0,1.0,0.0,0.0,1.0,0.0,146.32656,-37.34504,6
0.0,0.0,100.0,0.0,1.0,0.0,1.0,1.0,1.0,144.95923,-37.82818,1
0.0,0.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,145.16429,-38.08816,1
0.0,0.0,100.0,0.0,0.0,1.0,2.0,0.0,3.0,145.1926,-37.9365,1
0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,1.0,143.60553,-38.02444,1
0.0,0.0,100.0,5.0,2.0,0.0,0.0,4.0,3.0,144.42913,-38.03103,1
0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,146.16935,-38.32233,1
0.0,0.0,80.0,0.0,0.0,4.0,2.0,3.0,3.0,146.31279,-38.17284,3
0.0,0.0,60.0,0.0,0.0,1.0,0.0,1.0,0.0,146.87007,-36.10821,4
0.0,0.0,80.0,0.0,0.0,2.0,2.0,3.0,1.0,145.06795,-37.68709,3
0.0,0.0,60.0,0.0,0.0,2.0,2.0,2.0,2.0,145.40929,-36.38242,4
0.0,0.0,70.0,0.0,0.0,1.0,3.0,2.0,2.0,145.10511,-38.24738,0
0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,145.0317,-38.44794,1
0.0,0.0,60.0,0.0,0.0,1.0,1.0,1.0,0.0,144.2786,-36.7597,4
0.0,0.0,100.0,0.0,2.0,2.0,0.0,2.0,2.0,141.51562,-36.3852,1
0.0,0.0,80.0,0.0,0.0,1.0,2.0,2.0,1.0,144.50259,-37.68633,3
0.0,0.0,100.0,0.0,0.0,2.0,2.0,1.0,3.0,145.15645,-37.80084,1
0.0,0.0,50.0,0.0,0.0,1.0,1.0,2.0,0.0,146.72374,-36.56109,2
0.0,0.0,80.0,0.0,1.0,0.0,1.0,1.0,1.0,144.60462,-37.49382,3
0.0,0.0,70.0,0.0,1.0,0.0,2.0,2.0,1.0,144.78932,-37.79904,0
0.0,0.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,147.1371,-36.97485,1
0.0,0.0,90.0,0.0,0.0,2.0,0.0,2.0,0.0,145.50832,-37.98908,7
0.0,0.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,145.79046,-38.23452,1
0.0,0.0,110.0,0.0,1.0,0.0,0.0,1.0,0.0,146.45618,-38.23079,5
0.0,0.0,80.0,0.0,1.0,0.0,1.0,1.0,1.0,144.84761,-37.74189,3
0.0,0.0,60.0,0.0,0.0,1.0,1.0,1.0,1.0,143.5837,-38.35317,4
0.0,0.0,80.0,0.0,1.0,1.0,1.0,2.0,1.0,145.13377,-38.15361,3
0.0,0.0,110.0,0.0,1.0,0.0,0.0,0.0,1.0,145.14412,-36.91067,5
0.0,0.0,60.0,0.0,1.0,0.0,1.0,2.0,0.0,145.35156,-37.81421,4
0.0,0.0,60.0,0.0,1.0,0.0,1.0,2.0,0.0,144.35522,-38.14801,4
0.0,0.0,100.0,0.0,1.0,0.0,1.0,2.0,0.0,147.04523,-36.50185,1
0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,148.74645,-37.21792,1
0.0,0.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,141.5206,-37.80797,1
0.0,0.0,80.0,0.0,0.0,1.0,1.0,2.0,0.0,145.19422,-37.96677,3
0.0,0.0,100.0,0.0,1.0,0.0,1.0,0.0,1.0,144.78799,-37.78925,1
0.0,0.0,80.0,0.0,0.0,1.0,1.0,1.0,1.0,145.43181,-36.37759,3
0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,1.0,145.03223,-37.79064,1
0.0,0.0,60.0,0.0,0.0,1.0,1.0,1.0,0.0,142.02192,-37.74206,4
0.0,0.0,80.0,0.0,0.0,1.0,1.0,0.0,2.0,145.38163,-38.21389,3
0.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,1.0,143.36705,-37.95064,1
0.0,0.0,60.0,0.0,1.0,0.0,1.0,1.0,1.0,144.24979,-36.76861,4
0.0,0.0,90.0,0.0,0.0,1.0,1.0,2.0,0.0,145.15384,-38.20316,7
0.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,1.0,146.32573,-36.87508,1
0.0,0.0,100.0,0.0,1.0,0.0,1.0,1.0,1.0,144.5802,-37.84933,1
0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,141.53656,-38.27853,1
0.0,0.0,60.0,0.0,0.0,1.0,1.0,1.0,1.0,144.38371,-38.17289,4
0.0,0.0,90.0,0.0,0.0,1.0,1.0,1.0,1.0,145.48838,-38.12068,7
0.0,0.0,100.0,1.0,0.0,0.0,0.0,1.0,0.0,143.75224,-37.44798,1
0.0,0.0,80.0,0.0,1.0,0.0,2.0,2.0,1.0,144.35702,-38.0881,3
0.0,0.0,60.0,0.0,0.0,3.0,0.0,2.0,1.0,145.34968,-37.83499,4
0.0,0.0,70.0,0.0,0.0,2.0,0.0,0.0,2.0,144.78124,-37.69745,0
0.0,0.0,80.0,0.0,1.0,0.0,0.0,0.0,1.0,144.42872,-38.18082,3
0.0,0.0,80.0,0.0,0.0,1.0,0.0,0.0,1.0,144.79412,-37.62879,3
0.0,0.0,100.0,0.0,0.0,1.0,10.0,4.0,7.0,145.42188,-37.4641,1
0.0,0.0,60.0,0.0,0.0,1.0,0.0,1.0,0.0,143.73403,-37.04929,4
0.0,0.0,110.0,0.0,0.0,2.0,1.0,1.0,2.0,146.23545,-38.18595,5
0.0,0.0,80.0,0.0,0.0,1.0,0.0,0.0,1.0,145.53453,-37.98651,3
0.0,0.0,100.0,0.0,2.0,0.0,0.0,1.0,1.0,144.73348,-36.94381,1
0.0,0.0,50.0,0.0,1.0,0.0,1.0,2.0,0.0,145.23825,-37.64238,2
0.0,0.0,70.0,0.0,1.0,0.0,1.0,2.0,0.0,144.68134,-37.88677,0
0.0,0.0,110.0,1.0,1.0,0.0,2.0,2.0,2.0,145.09179,-37.10921,5
0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,1.0,145.10355,-36.31349,1
0.0,0.0,60.0,0.0,0.0,1.0,2.0,2.0,1.0,142.15897,-34.18792,4
0.0,0.0,60.0,0.0,0.0,1.0,0.0,0.0,1.0,144.67018,-37.89868,4
0.0,0.0,60.0,0.0,0.0,1.0,8.0,7.0,2.0,144.17908,-38.41695,4
0.0,0.0,100.0,0.0,0.0,1.0,2.0,1.0,2.0,143.13462,-37.34751,1
0.0,0.0,70.0,0.0,0.0,1.0,12.0,8.0,5.0,145.36034,-38.03961,0
0.0,0.0,80.0,0.0,0.0,1.0,1.0,1.0,1.0,144.85691,-37.73019,3
0.0,0.0,70.0,0.0,0.0,2.0,0.0,2.0,0.0,145.30145,-38.05376,0
0.0,0.0,80.0,0.0,0.0,1.0,4.0,3.0,2.0,144.68967,-37.84105,3
0.0,0.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,143.50429,-37.44452,1
0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,1.0,145.66102,-38.19047,1
0.0,0.0,60.0,0.0,0.0,1.0,1.0,0.0,2.0,145.18359,-38.28464,4
0.0,0.0,100.0,0.0,1.0,0.0,2.0,2.0,1.0,145.20371,-37.95085,1
0.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,1.0,142.17406,-36.79898,1
0.0,0.0,110.0,0.0,0.0,3.0,0.0,1.0,0.0,142.29436,-34.83263,5
0.0,0.0,50.0,0.0,1.0,0.0,1.0,0.0,2.0,144.49218,-38.28242,2
0.0,0.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,144.87854,-38.36307,2
0.0,0.0,110.0,2.0,2.0,1.0,1.0,6.0,0.0,146.12836,-36.4923,5
0.0,0.0,80.0,0.0,2.0,1.0,1.0,3.0,1.0,145.34494,-37.95305,3
0.0,0.0,60.0,0.0,0.0,1.0,5.0,3.0,2.0,145.3621,-37.92562,4
0.0,0.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,145.21895,-37.95516,1
0.0,0.0,100.0,0.0,0.0,1.0,2.0,1.0,2.0,145.15449,-37.80066,1
0.0,0.0,60.0,0.0,1.0,0.0,1.0,1.0,1.0,145.97667,-36.55497,4
0.0,0.0,100.0,0.0,0.0,1.0,1.0,2.0,0.0,144.8693,-37.82443,1
0.0,0.0,100.0,0.0,1.0,0.0,1.0,2.0,0.0,145.05986,-37.78571,1
0.0,0.0,60.0,0.0,0.0,1.0,1.0,1.0,1.0,147.06843,-38.11142,4
0.0,0.0,100.0,0.0,0.0,2.0,2.0,3.0,1.0,145.13941,-37.7982,1
0.0,0.0,100.0,0.0,1.0,1.0,0.0,1.0,1.0,143.80225,-37.56893,1
0.0,0.0,60.0,0.0,0.0,1.0,1.0,0.0,2.0,143.85513,-37.55988,4
0.0,0.0,100.0,1.0,0.0,1.0,0.0,1.0,1.0,144.67634,-36.39562,1
0.0,0.0,80.0,0.0,0.0,2.0,2.0,2.0,2.0,145.07046,-37.6745,3
0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,1.0,145.96973,-36.64455,1
0.0,0.0,110.0,0.0,0.0,1.0,0.0,1.0,0.0,144.56048,-37.68964,5
0.0,0.0,60.0,0.0,0.0,1.0,3.0,3.0,1.0,145.46578,-38.48246,4
0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,1.0,144.58354,-37.34407,1
0.0,0.0,100.0,0.0,0.0,1.0,1.0,1.0,1.0,145.21439,-37.92271,1
0.0,0.0,50.0,0.0,0.0,1.0,1.0,1.0,1.0,145.23898,-38.45028,2
0.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,1.0,142.70223,-38.44111,1
0.0,0.0,80.0,0.0,0.0,1.0,1.0,1.0,1.0,145.04348,-37.84821,3
0.0,0.0,100.0,0.0,2.0,0.0,0.0,1.0,1.0,145.54679,-38.27807,1
0.0,0.0,80.0,0.0,0.0,3.0,4.0,5.0,2.0,145.30354,-38.04408,3
0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,144.2702,-36.73889,2
0.0,0.0,70.0,0.0,0.0,1.0,0.0,1.0,0.0,145.47906,-37.92383,0
0.0,0.0,90.0,0.0,1.0,0.0,2.0,1.0,2.0,144.6709,-37.73499,7
0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,144.79048,-37.79919,1
0.0,0.0,60.0,0.0,0.0,1.0,5.0,3.0,3.0,144.94109,-37.8255,4
0.0,0.0,100.0,0.0,0.0,1.0,2.0,3.0,0.0,144.20469,-36.69063,1
0.0,0.0,110.0,1.0,0.0,0.0,1.0,1.0,1.0,144.9763,-37.45437,5
0.0,0.0,100.0,0.0,1.0,0.0,2.0,3.0,0.0,145.20382,-36.04063,1
0.0,0.0,90.0,0.0,1.0,1.0,1.0,2.0,1.0,145.21874,-38.18493,7
0.0,0.0,80.0,0.0,0.0,2.0,0.0,1.0,1.0,144.87106,-37.71894,3
0.0,0.0,90.0,0.0,1.0,0.0,0.0,1.0,0.0,145.50896,-37.98855,7
0.0,0.0,80.0,0.0,0.0,1.0,0.0,1.0,0.0,144.22107,-36.70721,3
0.0,0.0,60.0,0.0,0.0,1.0,1.0,1.0,1.0,147.62173,-37.82786,4
0.0,0.0,80.0,0.0,1.0,0.0,0.0,1.0,0.0,145.09463,-37.60492,3
0.0,0.0,110.0,0.0,1.0,0.0,0.0,1.0,0.0,146.19562,-38.19908,5
0.0,0.0,80.0,0.0,0.0,1.0,0.0,0.0,1.0,145.30709,-38.01682,3
0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,145.37109,-37.30204,1
0.0,0.0,80.0,0.0,0.0,1.0,1.0,1.0,1.0,144.9444,-37.59996,3
0.0,0.0,60.0,0.0,0.0,1.0,1.0,0.0,2.0,144.84962,-37.72537,4
0.0,0.0,80.0,0.0,0.0,2.0,2.0,2.0,2.0,145.32798,-38.02903,3
0.0,0.0,60.0,0.0,0.0,1.0,0.0,1.0,0.0,145.35793,-37.92433,4
0.0,0.0,80.0,0.0,1.0,0.0,0.0,0.0,1.0,145.42423,-37.82972,3
0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,147.33463,-36.16824,1
0.0,0.0,50.0,0.0,0.0,1.0,3.0,1.0,1.0,145.34402,-38.03089,2
0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,1.0,143.94228,-37.22698,1
0.0,0.0,80.0,0.0,1.0,0.0,0.0,1.0,0.0,145.28314,-38.09807,3
0.0,0.0,60.0,0.0,0.0,1.0,1.0,2.0,0.0,145.01502,-37.83083,4
0.0,0.0,60.0,0.0,1.0,0.0,1.0,1.0,1.0,144.27423,-36.74357,4
0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,145.65577,-38.07205,1
0.0,0.0,80.0,0.0,0.0,1.0,0.0,0.0,1.0,144.94628,-37.82602,3
0.0,0.0,100.0,0.0,0.0,1.0,1.0,0.0,1.0,143.89023,-38.4316,1
0.0,0.0,80.0,0.0,0.0,1.0,1.0,1.0,1.0,144.83834,-37.74691,3
0.0,0.0,80.0,0.0,0.0,1.0,3.0,4.0,0.0,145.06941,-37.67882,3
0.0,0.0,100.0,0.0,2.0,0.0,2.0,2.0,2.0,145.4537,-35.92548,1
0.0,0.0,80.0,0.0,0.0,1.0,2.0,2.0,1.0,145.08564,-37.65291,3
0.0,0.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,143.89404,-38.41371,1
0.0,0.0,100.0,0.0,0.0,1.0,1.0,2.0,0.0,145.77529,-38.19569,1
0.0,0.0,110.0,0.0,0.0,2.0,3.0,3.0,1.0,146.2842,-38.19078,5
0.0,0.0,100.0,0.0,0.0,1.0,1.0,2.0,0.0,144.40892,-37.79897,1
0.0,0.0,60.0,0.0,0.0,1.0,1.0,1.0,1.0,144.33226,-38.18516,4
0.0,0.0,80.0,0.0,0.0,1.0,5.0,4.0,2.0,145.36346,-37.77642,3
0.0,0.0,60.0,0.0,0.0,1.0,1.0,1.0,0.0,144.24446,-36.79377,4
0.0,0.0,80.0,0.0,1.0,0.0,4.0,4.0,1.0,145.5597,-35.83115,3
0.0,0.0,60.0,0.0,0.0,2.0,1.0,2.0,1.0,145.06941,-37.67882,4
0.0,0.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,146.40896,-36.72334,1
0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,146.56561,-38.12741,1
0.0,0.0,70.0,0.0,0.0,2.0,0.0,1.0,1.0,145.02881,-37.6863,0
0.0,0.0,80.0,0.0,0.0,1.0,1.0,1.0,1.0,145.08364,-38.24422,3
0.0,0.0,80.0,0.0,0.0,3.0,0.0,1.0,2.0,145.36663,-37.75272,3
0.0,0.0,60.0,0.0,0.0,1.0,1.0,0.0,2.0,145.39589,-36.39689,4
0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,142.82185,-34.64137,1
0.0,0.0,100.0,0.0,0.0,1.0,1.0,1.0,1.0,145.23555,-37.96763,1
0.0,0.0,50.0,0.0,1.0,1.0,0.0,1.0,1.0,142.14698,-34.19823,2
0.0,0.0,100.0,0.0,0.0,1.0,1.0,1.0,0.0,145.20622,-37.94605,1
0.0,0.0,80.0,0.0,0.0,1.0,2.0,2.0,0.0,145.26512,-37.92887,3
0.0,0.0,60.0,0.0,0.0,1.0,0.0,1.0,0.0,145.05915,-37.85901,4
0.0,0.0,50.0,0.0,1.0,0.0,1.0,1.0,0.0,144.26175,-36.771,2
0.0,0.0,60.0,0.0,0.0,1.0,2.0,2.0,0.0,143.59691,-38.33798,4
0.0,0.0,100.0,0.0,3.0,0.0,1.0,2.0,2.0,146.88996,-38.02741,1
0.0,0.0,60.0,0.0,0.0,1.0,1.0,1.0,1.0,144.35798,-38.16278,4
0.0,0.0,60.0,0.0,0.0,1.0,3.0,3.0,1.0,143.84086,-37.58903,4
0.0,0.0,110.0,0.0,1.0,0.0,0.0,0.0,1.0,144.47146,-37.25925,5
0.0,0.0,60.0,0.0,0.0,1.0,4.0,3.0,2.0,144.8697,-37.72898,4
0.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,1.0,145.9601,-38.56337,1
0.0,0.0,70.0,0.0,0.0,3.0,1.0,1.0,3.0,144.2933,-38.14116,0
0.0,0.0,80.0,0.0,2.0,0.0,0.0,2.0,0.0,145.2039,-37.9447,3
0.0,0.0,70.0,0.0,0.0,3.0,0.0,2.0,1.0,142.51935,-38.38332,0
0.0,0.0,100.0,0.0,0.0,1.0,1.0,2.0,0.0,142.26065,-36.63521,1
0.0,0.0,60.0,0.0,0.0,1.0,1.0,0.0,2.0,147.61153,-37.83057,4
0.0,0.0,100.0,0.0,1.0,0.0,2.0,3.0,0.0,144.86976,-37.72927,1
0.0,0.0,80.0,0.0,0.0,1.0,1.0,2.0,0.0,145.0923,-37.69522,3
0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,2.0,143.95317,-37.67604,1
0.0,0.0,100.0,0.0,0.0,2.0,3.0,3.0,2.0,144.88873,-37.7343,1
0.0,0.0,100.0,0.0,3.0,0.0,0.0,0.0,3.0,142.02083,-36.35368,1
0.0,0.0,80.0,0.0,0.0,1.0,0.0,0.0,1.0,144.32548,-36.76028,3
0.0,0.0,110.0,0.0,0.0,1.0,1.0,1.0,1.0,145.81785,-38.09261,5
0.0,0.0,60.0,0.0,0.0,1.0,0.0,0.0,1.0,144.64648,-37.90611,4
0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,1.0,147.18704,-36.35444,1
0.0,0.0,100.0,0.0,0.0,4.0,2.0,3.0,1.0,145.78986,-38.46011,1
0.0,0.0,100.0,0.0,0.0,2.0,2.0,0.0,4.0,145.97087,-38.09946,1
0.0,0.0,60.0,0.0,0.0,3.0,0.0,1.0,2.0,144.99012,-38.3154,4
0.0,0.0,80.0,0.0,1.0,2.0,5.0,4.0,4.0,144.53921,-38.23949,3
0.0,0.0,80.0,0.0,0.0,1.0,0.0,1.0,0.0,145.09628,-37.60003,3
0.0,0.0,100.0,0.0,1.0,0.0,1.0,1.0,1.0,145.1099,-37.79411,1
0.0,0.0,80.0,0.0,1.0,0.0,0.0,1.0,0.0,144.85965,-37.72631,3
0.0,0.0,100.0,0.0,1.0,0.0,1.0,1.0,1.0,147.03547,-36.31985,1
0.0,0.0,60.0,0.0,0.0,2.0,1.0,1.0,2.0,145.04401,-36.30811,4
0.0,0.0,60.0,0.0,0.0,1.0,0.0,0.0,1.0,144.83398,-37.64412,4
0.0,0.0,80.0,0.0,1.0,0.0,0.0,1.0,0.0,144.92804,-37.82714,3
0.0,0.0,100.0,0.0,1.0,1.0,1.0,2.0,1.0,145.0596,-37.86116,1
0.0,0.0,60.0,0.0,1.0,0.0,1.0,1.0,1.0,144.76075,-37.87028,4
0.0,0.0,80.0,0.0,1.0,0.0,1.0,0.0,2.0,145.60458,-37.77748,3
0.0,0.0,100.0,0.0,0.0,1.0,3.0,4.0,0.0,145.42251,-37.42646,1
0.0,0.0,100.0,0.0,1.0,0.0,1.0,1.0,0.0,144.83442,-37.64439,1
0.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,1.0,144.92986,-38.35399,1
0.0,0.0,60.0,0.0,0.0,1.0,1.0,0.0,2.0,144.26688,-36.7357,4
0.0,0.0,60.0,0.0,0.0,2.0,2.0,1.0,3.0,142.19543,-36.71003,4
0.0,0.0,80.0,0.0,0.0,1.0,1.0,2.0,0.0,145.34059,-37.95175,3
0.0,0.0,60.0,0.0,0.0,3.0,1.0,2.0,2.0,142.14742,-34.18124,4
0.0,0.0,60.0,0.0,0.0,4.0,2.0,1.0,5.0,146.89056,-36.11686,4
0.0,0.0,40.0,0.0,0.0,2.0,3.0,4.0,1.0,145.14844,-37.79993,6
0.0,0.0,60.0,0.0,0.0,2.0,3.0,4.0,1.0,144.89337,-37.82675,4
0.0,0.0,50.0,0.0,0.0,1.0,2.0,1.0,2.0,142.02592,-37.73995,2
0.0,0.0,60.0,0.0,0.0,1.0,0.0,1.0,0.0,145.34012,-37.53684,4
0.0,0.0,110.0,0.0,1.0,0.0,1.0,2.0,0.0,144.9759,-37.45436,5
0.0,0.0,100.0,0.0,0.0,1.0,2.0,3.0,0.0,146.4249,-38.0465,1
0.0,0.0,60.0,0.0,0.0,1.0,1.0,1.0,1.0,144.58459,-37.40481,4
0.0,0.0,80.0,0.0,0.0,1.0,0.0,1.0,0.0,145.23307,-37.92801,3
0.0,0.0,80.0,0.0,0.0,1.0,1.0,1.0,1.0,146.29284,-38.1701,3
0.0,0.0,80.0,0.0,0.0,1.0,1.0,1.0,1.0,144.94575,-37.59959,3
0.0,0.0,60.0,0.0,1.0,0.0,0.0,1.0,0.0,144.35372,-38.17775,4
0.0,0.0,100.0,0.0,1.0,0.0,5.0,2.0,4.0,145.1492,-37.89807,1
0.0,0.0,60.0,0.0,0.0,1.0,1.0,1.0,1.0,145.13377,-38.15361,4
0.0,0.0,50.0,0.0,1.0,0.0,4.0,2.0,3.0,145.40016,-36.37697,2
0.0,0.0,60.0,0.0,1.0,0.0,1.0,0.0,2.0,145.06279,-37.78404,4
0.0,0.0,90.0,0.0,1.0,1.0,1.0,2.0,1.0,145.1456,-38.28468,7
0.0,0.0,80.0,0.0,0.0,1.0,4.0,2.0,3.0,144.79878,-37.80073,3
0.0,0.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,144.20518,-35.7916,1
0.0,0.0,100.0,0.0,2.0,0.0,2.0,2.0,2.0,144.74297,-37.45324,1
0.0,0.0,60.0,0.0,0.0,1.0,0.0,1.0,0.0,144.38296,-38.17053,4
0.0,0.0,100.0,0.0,0.0,1.0,4.0,3.0,2.0,146.71081,-38.15772,1
0.0,0.0,80.0,0.0,0.0,1.0,0.0,1.0,0.0,144.77037,-37.69521,3
0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,146.16156,-37.59917,1
0.0,0.0,60.0,0.0,0.0,1.0,1.0,1.0,1.0,144.27408,-36.75525,4
0.0,0.0,100.0,0.0,0.0,2.0,2.0,2.0,2.0,145.45259,-36.28041,1
0.0,0.0,70.0,0.0,0.0,1.0,1.0,0.0,2.0,145.29912,-38.06528,0
0.0,0.0,100.0,0.0,0.0,1.0,2.0,1.0,2.0,145.10645,-37.8865,1
0.0,0.0,100.0,0.0,0.0,1.0,2.0,1.0,2.0,145.15443,-37.80065,1
0.0,0.0,70.0,0.0,0.0,2.0,9.0,6.0,5.0,144.39797,-38.1724,0
0.0,0.0,80.0,0.0,0.0,2.0,1.0,1.0,2.0,145.10326,-37.587,3
0.0,0.0,80.0,0.0,0.0,1.0,1.0,2.0,0.0,144.83258,-37.74971,3
0.0,0.0,80.0,0.0,0.0,4.0,1.0,2.0,3.0,145.46728,-38.06628,3
0.0,0.0,60.0,0.0,0.0,1.0,3.0,3.0,1.0,146.40441,-38.23929,4
0.0,0.0,100.0,0.0,1.0,0.0,2.0,0.0,3.0,145.26383,-37.99461,1
0.0,0.0,60.0,0.0,0.0,1.0,3.0,2.0,2.0,144.9405,-37.59889,4
0.0,0.0,80.0,0.0,0.0,1.0,1.0,2.0,0.0,145.46717,-38.06638,3
0.0,0.0,40.0,0.0,1.0,0.0,4.0,3.0,2.0,144.8484,-37.74138,6
0.0,0.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,145.24915,-38.01638,1
0.0,0.0,40.0,0.0,0.0,2.0,1.0,1.0,2.0,144.25692,-36.72129,6
0.0,0.0,60.0,0.0,0.0,1.0,1.0,2.0,0.0,144.29075,-36.74978,4
0.0,0.0,60.0,0.0,0.0,1.0,2.0,1.0,2.0,143.81902,-37.55572,4
0.0,0.0,80.0,0.0,0.0,2.0,1.0,0.0,3.0,144.76976,-37.69516,3
0.0,0.0,80.0,0.0,0.0,2.0,0.0,1.0,1.0,144.35486,-38.10095,3
0.0,0.0,60.0,0.0,0.0,5.0,1.0,2.0,4.0,143.83131,-37.54016,4
0.0,0.0,80.0,0.0,1.0,0.0,0.0,1.0,0.0,144.8583,-37.727,3
0.0,0.0,80.0,2.0,1.0,0.0,1.0,3.0,1.0,145.0934,-37.69405,3
0.0,0.0,80.0,0.0,0.0,1.0,2.0,1.0,2.0,145.08011,-37.65635,3
0.0,0.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,144.26476,-35.93041,1
0.0,0.0,70.0,0.0,1.0,0.0,0.0,1.0,0.0,145.34238,-37.80996,0
0.0,0.0,80.0,0.0,0.0,1.0,1.0,2.0,0.0,145.09282,-37.64665,3
0.0,0.0,60.0,1.0,0.0,0.0,5.0,4.0,2.0,144.35865,-38.07416,4
0.0,0.0,80.0,0.0,0.0,1.0,1.0,1.0,1.0,144.95005,-37.69215,3
0.0,0.0,80.0,0.0,1.0,0.0,0.0,1.0,0.0,145.56911,-37.64632,3
0.0,0.0,100.0,0.0,0.0,1.0,3.0,1.0,3.0,145.20477,-37.94614,1
0.0,0.0,60.0,0.0,0.0,1.0,0.0,1.0,0.0,143.89709,-37.55511,4
0.0,0.0,100.0,0.0,1.0,0.0,2.0,1.0,1.0,145.5901,-37.13876,1
0.0,0.0,80.0,0.0,0.0,1.0,4.0,2.0,2.0,145.11641,-38.36336,3
0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,143.37375,-37.19255,1
0.0,0.0,60.0,0.0,0.0,1.0,1.0,1.0,1.0,146.01329,-36.01502,4
0.0,0.0,50.0,0.0,0.0,1.0,1.0,2.0,0.0,144.53657,-38.25257,2
0.0,0.0,50.0,0.0,2.0,1.0,0.0,1.0,2.0,144.31887,-38.1718,2
0.0,0.0,80.0,0.0,0.0,1.0,3.0,2.0,2.0,145.58858,-37.7757,3
0.0,0.0,80.0,0.0,0.0,2.0,1.0,1.0,2.0,147.52201,-36.84011,3
0.0,0.0,60.0,0.0,0.0,1.0,1.0,1.0,1.0,145.44993,-37.91736,4
0.0,0.0,60.0,0.0,1.0,0.0,2.0,2.0,1.0,144.33232,-38.10669,4
0.0,0.0,80.0,0.0,1.0,0.0,2.0,1.0,2.0,145.60458,-37.77748,3
0.0,0.0,80.0,0.0,0.0,2.0,1.0,1.0,2.0,145.03973,-37.84472,3
0.0,0.0,70.0,0.0,2.0,0.0,1.0,2.0,1.0,144.74364,-37.35597,0
0.0,0.0,60.0,0.0,1.0,0.0,1.0,2.0,0.0,144.48828,-38.2744,4
0.0,0.0,60.0,0.0,2.0,0.0,0.0,1.0,1.0,143.82101,-37.58818,4
